2018-12-08 13:16 UTC,UTC -8,USWC - US West Coast,32.72451° / -117.2261°,0.1kn / -,708 ShipTrackingAIS.blogspot.com ,367543000,-,USA [US],Fishing,-,-,160m × 8m,Flag: USA [US],Stopped
2018-12-08 13:16 UTC,UTC -8,USWC - US West Coast,32.72451° / -117.2261°,0.1kn / -,708 ShipTrackingAIS.blogspot.com ,367543000,-,USA [US],Fishing,-,-,160m × 8m,Flag: USA [US],Stopped
2018-12-08 13:16 UTC,UTC -8,USWC - US West Coast,32.72451° / -117.2261°,0.1kn / -,708 ShipTrackingAIS.blogspot.com ,367543000,-,USA [US],Fishing,-,-,160m × 8m,Flag: USA [US],Stopped
2018-12-08 13:16 UTC,UTC -8,USWC - US West Coast,32.72451° / -117.2261°,0.1kn / -,708 ShipTrackingAIS.blogspot.com ,367543000,-,USA [US],Fishing,-,-,160m × 8m,Flag: USA [US],Stopped
2018-12-08 13:16 UTC,UTC -8,USWC - US West Coast,32.72451° / -117.2261°,0.1kn / -,708 ShipTrackingAIS.blogspot.com ,367543000,-,USA [US],Fishing,-,-,160m × 8m,Flag: USA [US],Stopped
2018-12-08 13:16 UTC,UTC -8,USWC - US West Coast,32.72451° / -117.2261°,0.1kn / -,708 ShipTrackingAIS.blogspot.com ,367543000,-,USA [US],Fishing,-,-,160m × 8m,Flag: USA [US],Stopped
2018-12-08 13:16 UTC,UTC -8,USWC - US West Coast,32.72451° / -117.2261°,0.1kn / -,708 ShipTrackingAIS.blogspot.com ,367543000,-,USA [US],Fishing,-,-,160m × 8m,Flag: USA [US],Stopped
2018-12-08 13:16 UTC,UTC -8,USWC - US West Coast,32.72451° / -117.2261°,0.1kn / -,708 ShipTrackingAIS.blogspot.com ,367543000,-,USA [US],Fishing,-,-,160m × 8m,Flag: USA [US],Stopped
2018-12-08 13:16 UTC,UTC -8,USWC - US West Coast,32.72451° / -117.2261°,0.1kn / -,708 ShipTrackingAIS.blogspot.com ,367543000,-,USA [US],Fishing,-,-,160m × 8m,Flag: USA [US],Stopped
2018-12-08 13:16 UTC,UTC -8,USWC - US West Coast,32.72451° / -117.2261°,0.1kn / -,708 ShipTrackingAIS.blogspot.com ,367543000,-,USA [US],Fishing,-,-,160m × 8m,Flag: USA [US],Stopped
2018-12-08 13:16 UTC,UTC -8,USWC - US West Coast,32.72451° / -117.2261°,0.1kn / -,708 ShipTrackingAIS.blogspot.com ,367543000,-,USA [US],Fishing,-,-,160m × 8m,Flag: USA [US],Stopped
2018-12-08 13:16 UTC,UTC -8,USWC - US West Coast,32.72451° / -117.2261°,0.1kn / -,708 ShipTrackingAIS.blogspot.com ,367543000,-,USA [US],Fishing,-,-,160m × 8m,Flag: USA [US],Stopped
2018-12-08 13:16 UTC,UTC -8,USWC - US West Coast,32.72451° / -117.2261°,0.1kn / -,708 ShipTrackingAIS.blogspot.com ,367543000,-,USA [US],Fishing,-,-,160m × 8m,Flag: USA [US],Stopped
2018-12-08 13:16 UTC,UTC -8,USWC - US West Coast,32.72451° / -117.2261°,0.1kn / -,708 ShipTrackingAIS.blogspot.com ,367543000,-,USA [US],Fishing,-,-,160m × 8m,Flag: USA [US],Stopped
2018-12-08 13:16 UTC,UTC -8,USWC - US West Coast,32.72451° / -117.2261°,0.1kn / -,708 ShipTrackingAIS.blogspot.com ,367543000,-,USA [US],Fishing,-,-,160m × 8m,Flag: USA [US],Stopped
2018-12-08 13:16 UTC,UTC -8,USWC - US West Coast,32.72451° / -117.2261°,0.1kn / -,708 ShipTrackingAIS.blogspot.com ,367543000,-,USA [US],Fishing,-,-,160m × 8m,Flag: USA [US],Stopped
2018-12-08 13:16 UTC,UTC -8,USWC - US West Coast,32.72451° / -117.2261°,0.1kn / -,708 ShipTrackingAIS.blogspot.com ,367543000,-,USA [US],Fishing,-,-,160m × 8m,Flag: USA [US],Stopped
2018-12-08 13:16 UTC,UTC -8,USWC - US West Coast,32.72451° / -117.2261°,0.1kn / -,708 ShipTrackingAIS.blogspot.com ,367543000,-,USA [US],Fishing,-,-,160m × 8m,Flag: USA [US],Stopped
2018-12-08 13:16 UTC,UTC -8,USWC - US West Coast,32.72451° / -117.2261°,0.1kn / -,708 ShipTrackingAIS.blogspot.com ,367543000,-,USA [US],Fishing,-,-,160m × 8m,Flag: USA [US],Stopped
2018-12-08 13:16 UTC,UTC -8,USWC - US West Coast,32.72451° / -117.2261°,0.1kn / -,708 ShipTrackingAIS.blogspot.com ,367543000,-,USA [US],Fishing,-,-,160m × 8m,Flag: USA [US],Stopped
2018-12-08 13:16 UTC,UTC -8,USWC - US West Coast,32.72451° / -117.2261°,0.1kn / -,708 ShipTrackingAIS.blogspot.com ,367543000,-,USA [US],Fishing,-,-,160m × 8m,Flag: USA [US],Stopped
2018-12-08 13:16 UTC,UTC -8,USWC - US West Coast,32.72451° / -117.2261°,0.1kn / -,708 ShipTrackingAIS.blogspot.com ,367543000,-,USA [US],Fishing,-,-,160m × 8m,Flag: USA [US],Stopped
2018-12-08 13:16 UTC,UTC -8,USWC - US West Coast,32.72451° / -117.2261°,0.1kn / -,708 ShipTrackingAIS.blogspot.com ,367543000,-,USA [US],Fishing,-,-,160m × 8m,Flag: USA [US],Stopped
2018-12-08 13:16 UTC,UTC -8,USWC - US West Coast,32.72451° / -117.2261°,0.1kn / -,708 ShipTrackingAIS.blogspot.com ,367543000,-,USA [US],Fishing,-,-,160m × 8m,Flag: USA [US],Stopped
2018-12-08 13:16 UTC,UTC -8,USWC - US West Coast,32.72451° / -117.2261°,0.1kn / -,708 ShipTrackingAIS.blogspot.com ,367543000,-,USA [US],Fishing,-,-,160m × 8m,Flag: USA [US],Stopped
2018-12-08 13:16 UTC,UTC -8,USWC - US West Coast,32.72451° / -117.2261°,0.1kn / -,708 ShipTrackingAIS.blogspot.com ,367543000,-,USA [US],Fishing,-,-,160m × 8m,Flag: USA [US],Stopped
2018-12-08 13:16 UTC,UTC -8,USWC - US West Coast,32.72451° / -117.2261°,0.1kn / -,708 ShipTrackingAIS.blogspot.com ,367543000,-,USA [US],Fishing,-,-,160m × 8m,Flag: USA [US],Stopped
